Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Honduras,HND,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,163,168,178,183,198,214,225,237,249,250,263,258,275,303,334,352,409,491,884,980,1065,1053,1078,1098,1170,1221,1276,1353,1254,1122,988,907,938,908,832,932,883,945,1021,1002,1093,1132,1132,1156,1215,1305,1426,1578,1732,1781,1893,2074,2126,2081,2180,2271,2307,2413,2465,2502,2308,2735,3003,3232
Papua Nueva Guinea,PNG,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,116,120,125,129,140,154,171,189,203,225,258,280,327,483,533,482,525,558,648,748,813,781,726,769,750,697,745,865,985,934,826,942,1051,1151,1228,998,1071,990,733,650,636,538,506,577,621,744,1238,1371,1625,1569,1867,2288,2635,2561,2723,2485,2316,2478,2566,2576,2430,2608,3102,2958
Santo Tomé y Príncipe,STP,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,479,470,511,676,683,693,585,539,587,683,829,830,783,720,735,761,1043,1018,847,821,970,855,740,964,990,769,987,662,514,543,529,519,568,664,727,844,862,879,1082,1128,1045,1220,1211,1383,1490,1298,1435,1556,1826,1935,2167,2363,2390,2941
Uzbekistán,UZB,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,551,598,653,658,603,596,574,583,597,621,621,698,555,454,381,394,462,543,649,824,1075,1206,1753,2088,2307,2462,2675,2803,2753,2191,1813,2041,1978,2259,2579,2850
Nicaragua,NIC,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,127,133,142,152,173,272,284,298,304,319,321,331,341,413,557,561,633,744,691,495,659,740,714,780,861,724,761,992,662,249,243,350,411,394,849,892,911,913,949,980,1017,1052,1014,1021,1099,1183,1248,1350,1524,1467,1527,1680,1785,1835,1958,2074,2132,2183,2035,1959,1932,2129,2325,2613
Bangladesh,BGD,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,82,90,93,94,93,99,104,114,114,126,130,125,88,110,165,250,127,118,158,181,206,224,200,185,193,222,212,231,248,263,283,272,273,281,281,309,372,379,386,388,397,395,394,427,456,480,490,538,613,679,757,837,860,958,1094,1224,1649,1811,1965,2130,2249,2483,2716,2551
Côte d'Ivoire,CIV,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,149,162,163,185,216,207,222,226,257,262,269,280,313,406,474,575,661,856,1039,1157,1238,986,849,737,709,695,877,930,910,833,886,827,845,804,582,740,1170,1125,1177,1096,937,925,968,1111,1200,1198,1230,1368,1584,1540,1554,1597,1547,1786,1991,1815,1863,1964,2131,2142,2180,2456,2309,2531
India,IND,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,85,88,92,103,118,122,91,98,102,109,114,121,125,147,167,161,164,190,209,228,271,275,279,296,281,301,315,345,358,350,371,306,319,303,348,375,401,416,414,442,443,450,469,544,624,710,802,1022,993,1095,1348,1445,1429,1433,1554,1584,1708,1950,1966,2041,1907,2240,2353,2481
Congo,COG,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,125,140,150,151,158,164,178,186,191,195,197,224,276,353,370,471,453,448,503,670,933,1066,1131,1075,1097,1049,872,1052,984,1033,1176,1113,1164,1034,662,770,899,804,660,776,1024,855,906,1017,1306,1799,2104,2206,2832,2271,2947,3396,3732,3697,3601,2439,2093,2212,2694,2488,1994,2516,2621,2478
Camboya,KHM,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,114,129,126,147,142,143,154,159,167,175,182,186,158,244,191,190,267,307,294,302,343,325,298,259,287,296,328,350,387,444,526,612,732,866,876,952,1089,1193,1306,1432,1547,1675,1826,2037,2226,2082,2167,2325,2430
Angola,AGO,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,729,658,634,637,650,772,698,770,807,908,966,882,669,450,335,404,531,522,429,393,564,534,882,993,1266,1916,2617,3141,4103,3137,3597,4616,5086,5058,5006,3214,1808,2437,2539,2190,1450,1926,2930,2308
Ghana,GHA,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,175,182,188,205,225,261,263,211,197,226,248,263,224,310,289,273,261,292,326,347,372,344,319,311,330,330,411,355,355,350,383,418,396,360,321,372,389,378,400,403,254,264,297,358,406,479,906,1050,1183,1048,1264,1507,1544,2294,1954,1722,1913,2013,2197,2186,2197,2446,2240,2260
Sudán,SDN,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,100,105,111,110,110,111,111,116,118,126,139,147,155,185,229,270,325,392,410,409,418,484,379,346,430,326,400,471,553,814,1257,1618,253,313,439,463,295,373,351,325,362,451,506,580,705,906,1132,1444,1528,1178,1306,1333,1019,1139,1275,1292,1033,967,731,710,578,712,1046,2183
Zimbabwe,ZWE,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,276,279,276,277,282,294,279,294,302,346,361,405,483,579,674,717,687,677,665,779,949,1068,1095,959,757,649,692,726,815,840,866,831,631,604,634,648,767,750,552,582,563,566,525,468,469,461,431,413,341,735,902,1037,1239,1362,1372,1386,1407,3448,2272,1684,1730,1724,2041,2156
Mauritania,MRT,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,188,189,188,244,270,274,282,301,277,281,296,335,410,494,551,589,590,578,664,711,729,710,725,650,593,677,746,762,762,772,1062,1036,850,865,905,904,859,821,781,681,652,649,732,824,999,1301,1405,1636,1435,1660,1931,1859,1934,1713,1555,1566,1615,1723,1767,1796,1948,1960,2121
Kiribati,KIR,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,201,211,256,422,1131,730,548,520,611,573,542,568,519,483,527,393,382,424,536,515,488,540,792,748,838,844,986,953,874,887,845,719,810,1021,1083,1162,1123,1353,1411,1317,1522,1771,1844,1772,1737,1640,1743,1853,1913,1751,1769,2254,2076,2107
Lao,LAO,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,483,633,462,275,147,170,201,232,247,283,321,358,371,339,244,272,319,320,313,355,409,466,579,697,886,935,1126,1362,1564,1813,1981,2121,2303,2432,2545,2589,2584,2526,2046,2067
Islas Salomón,SLB,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,153,167,166,,277,220,291,433,372,401,434,500,658,768,786,756,686,665,586,506,515,567,538,648,666,764,829,1078,1220,1289,1292,1092,1134,953,912,757,896,986,1144,1256,1390,1526,1555,1685,1924,2066,2161,2165,2045,2083,2144,2278,2224,2063,1997,2005,2042
Kirguistán,KGZ,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,570,513,449,372,364,395,376,345,258,280,308,322,381,433,477,543,722,966,870,877,1117,1169,1270,1265,1106,1103,1221,1284,1422,1230,1350,1740,1970
Kenya,KEN,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,103,99,105,107,111,107,120,122,129,133,141,151,173,199,227,241,249,311,355,403,454,413,374,335,334,320,364,387,391,374,374,345,337,229,276,340,441,467,488,434,415,411,403,443,464,523,700,840,916,1048,1092,1096,1285,1371,1483,1489,1554,1667,1836,1960,1928,2061,2110,1952
Camerún,CMR,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,119,125,130,132,139,143,146,157,171,175,178,187,220,272,300,386,381,435,582,718,784,750,732,746,772,875,1179,1258,1145,1001,1087,1015,1005,1310,701,832,827,783,799,796,709,715,790,988,1133,1143,1191,1326,1492,1461,1399,1514,1449,1576,1649,1415,1442,1496,1611,1555,1556,1672,1605,1737
Senegal,SEN,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,300,308,307,309,318,314,315,305,311,287,290,291,342,381,417,547,541,540,589,716,772,683,652,564,536,571,784,916,880,849,957,913,951,878,584,715,723,651,685,678,603,637,669,818,918,980,1017,1189,1399,1309,1276,1375,1327,1380,1399,1218,1266,1357,1453,1431,1461,1598,1565,1706
Haití,HTI,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,71,69,70,72,78,84,86,84,82,86,71,77,77,95,113,134,169,179,180,196,246,258,253,273,299,325,367,318,397,407,452,497,316,258,292,372,377,425,465,510,821,749,721,579,683,776,829,985,1095,1197,1210,1312,1361,1458,1460,1411,1318,1395,1496,1352,1290,1835,1761,1706
Nigeria,NGA,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,93,97,105,108,113,117,124,100,97,121,224,160,209,252,403,438,556,536,527,661,870,2162,1822,1207,890,869,628,588,540,465,556,597,509,540,745,1272,1633,1720,1822,481,547,566,712,763,962,1211,1600,1816,2154,1820,2202,2418,2633,2873,3089,2586,2070,1876,2058,2265,2020,2017,2139,1597
Comoras,COM,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,628,565,515,522,489,507,699,822,845,788,966,931,983,956,662,812,794,718,716,727,655,692,762,960,1091,1103,1155,1290,1455,1410,1387,1531,1490,1603,1616,1329,1365,1424,1541,1519,1527,1584,1489,1590
Guinea,GIN,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,753,825,948,1143,1243,1311,1431,1440,1658,1790,1931,1876,2273,2823,3362,4062,506,505,574,570,604,656,693,671,672,713,726,696,647,611,518,483,496,566,585,463,447,650,704,662,659,637,699,748,765,747,712,834,933,1031,1054,1245,1417,1541
Timor-Leste,TLS,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,190,235,264,283,303,344,349,346,270,492,588,534,535,474,487,465,540,628,687,813,939,1023,1205,1225,1320,1336,1266,1219,1562,1631,2685,2343,1503
Benin,BEN,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,90,92,91,96,100,105,108,107,111,110,109,107,128,154,165,196,198,207,250,311,358,320,305,256,239,230,286,324,326,293,371,365,302,387,262,348,369,345,362,525,487,492,546,676,759,779,809,912,1061,1024,973,1059,1072,1169,1204,1002,1011,1055,1152,1131,1198,1319,1265,1394
Nepal,NPL,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,50,52,55,46,45,66,79,72,65,65,70,69,79,73,90,114,102,95,108,122,125,143,147,147,151,150,160,162,187,185,186,196,165,173,187,198,199,212,205,209,224,241,239,246,280,309,340,385,465,473,585,786,788,803,821,876,877,1034,1179,1203,1154,1253,1386,1378
Pakistán,PAK,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,82,88,90,94,102,114,122,135,142,149,167,172,148,98,132,162,184,205,233,249,287,328,345,311,327,317,314,317,354,358,344,380,396,408,400,451,457,438,424,418,642,610,600,672,772,828,901,998,1067,964,987,1132,1204,1225,1267,1380,1425,1519,1569,1390,1278,1455,1538,1365
Zambia,ZMB,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,222,210,202,203,230,287,325,341,387,459,414,372,410,518,601,490,533,474,514,595,669,670,627,520,413,332,238,315,504,526,422,423,389,391,426,433,400,466,373,350,359,397,394,446,549,711,1052,1119,1376,1136,1451,1625,1710,1821,1707,1296,1239,1483,1464,1259,952,1127,1447,1331
Etiopía,ETH,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,75,77,78,79,84,89,93,96,99,102,109,113,120,135,148,144,152,170,178,192,204,213,215,233,214,244,246,254,253,256,262,278,207,169,128,137,147,143,126,121,122,118,110,117,133,158,189,237,316,369,331,343,452,484,550,622,696,746,748,829,905,911,1011,1272
Myanmar,MMR,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,25,27,28,26,17,15,12,17,22,22,21,21,23,25,41,35,39,28,29,29,31,33,43,39,36,40,42,41,40,51,53,51,59,76,105,124,142,108,146,189,197,142,147,224,225,253,303,419,658,758,1011,1214,1203,1199,1293,1167,1229,1273,1298,1426,1490,1243,1158,1233
Tanzanía,TZA,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,275,285,304,329,346,342,380,385,399,405,217,224,247,284,329,365,398,458,530,542,611,684,702,685,609,700,479,335,308,260,244,276,250,224,229,258,314,364,386,393,402,397,403,422,450,483,476,543,676,694,737,775,862,963,1023,939,953,987,1023,1063,1117,1160,1208,1224
Tayikistán,TJK,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,458,338,288,261,207,172,150,214,175,137,169,187,234,306,334,401,517,703,665,737,834,952,1028,1082,957,789,829,834,871,834,897,1052,1161
Rwanda,RWA,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,39,39,39,39,39,43,35,44,46,49,55,54,58,67,69,124,134,153,180,214,234,255,246,251,260,272,298,320,344,335,346,254,264,247,111,228,206,239,246,265,252,237,234,249,270,324,357,426,528,564,594,651,707,705,725,734,730,758,772,810,779,829,975,1010
Uganda,UGA,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,55,56,56,62,69,100,101,103,107,117,122,133,137,153,184,201,203,238,191,165,94,99,157,158,248,234,254,393,395,310,245,183,152,166,198,279,285,287,292,258,258,236,242,251,292,330,347,401,473,799,823,836,795,818,896,863,753,765,792,822,846,883,963,1002
Togo,TGO,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,102,105,108,115,130,143,159,164,164,175,160,175,199,234,315,339,332,406,421,443,549,451,372,336,304,313,422,482,517,492,575,550,565,414,329,419,452,448,461,445,410,397,445,538,560,551,553,608,719,721,705,784,762,827,856,751,773,793,851,826,854,940,899,986
Guinea-Bissau,GNB,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,350,348,389,392,419,435,421,403,403,376,347,477,503,489,407,417,371,488,454,578,651,672,574,582,561,589,615,599,498,479,317,327,362,420,431,463,449,519,640,583,600,720,635,654,652,645,680,783,809,807,818,900,853,951
Lesotho,LSO,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,47,47,54,58,63,64,64,65,65,67,67,72,74,107,129,123,118,150,201,212,307,300,234,252,211,165,191,236,270,279,330,382,444,439,456,513,480,502,465,456,443,413,389,583,767,861,925,861,898,879,1119,1281,1218,1151,1174,1121,992,1069,1171,1082,919,1067,1030,916
Gambia,GMB,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,94,97,83,89,100,103,107,131,163,190,179,214,258,300,338,296,282,269,215,263,208,237,275,281,301,628,623,635,608,622,652,600,610,575,538,460,377,309,593,616,615,725,859,775,801,711,693,654,568,620,650,643,696,738,720,782,836,888
Burkina Faso,BFA,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,69,72,77,79,81,82,83,85,85,87,82,85,100,114,125,153,155,176,224,259,278,249,239,212,188,194,247,280,301,293,339,334,349,324,187,229,243,224,250,293,249,259,286,362,404,441,456,515,619,602,625,725,731,760,765,630,664,709,777,765,825,896,836,883
Malí,MLI,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,46,57,55,57,62,75,85,80,121,135,148,169,216,234,200,170,162,150,166,217,241,246,242,292,291,296,289,209,266,267,253,267,306,256,291,318,372,416,461,494,564,658,663,670,789,734,758,797,705,731,776,835,820,804,862,814,869
Liberia,LBR,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,167,158,160,163,174,178,185,192,199,215,220,227,239,244,299,346,347,381,394,435,443,426,422,391,390,380,364,409,424,312,173,178,108,74,61,62,71,123,135,157,298,300,300,240,284,287,321,374,452,448,492,568,638,711,707,693,715,699,692,658,617,668,745,772
Sierra Leona,SLE,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,142,142,146,146,153,146,149,136,126,154,160,152,165,201,222,228,196,224,305,346,336,334,380,286,306,236,131,172,268,231,155,184,163,185,219,208,224,200,157,155,144,358,389,414,418,463,518,579,651,625,648,718,905,1146,1141,945,839,788,846,844,845,885,860,758
Chad,TCD,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,103,107,113,115,119,124,126,128,127,129,126,132,150,162,160,207,204,216,253,223,229,194,176,167,182,203,203,214,264,246,291,302,291,221,174,204,217,201,220,187,163,194,219,289,446,644,694,781,906,781,866,954,936,946,983,748,668,640,696,678,622,661,672,681
Níger,NER,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,128,135,143,153,148,166,169,155,146,138,140,145,151,188,198,197,195,230,307,354,409,343,310,269,211,202,260,295,293,271,424,384,384,335,206,237,239,221,246,228,195,205,225,265,283,319,333,387,475,461,474,511,529,552,565,486,503,522,579,562,580,609,610,643
Congo,COD,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,220,197,235,376,170,232,253,183,206,257,242,270,291,361,428,445,408,509,615,582,539,456,482,376,260,230,251,230,258,254,255,240,209,263,137,127,127,132,131,96,378,143,162,161,181,204,238,268,307,281,315,365,400,431,458,468,442,437,528,557,508,558,643,628
Mozambique,MOZ,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,206,205,197,192,244,288,320,354,327,305,314,339,400,437,457,508,592,548,496,618,686,687,697,611,441,471,518,519,462,510,578,623
Malawi,MWI,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,287,276,253,252,240,216,218,208,229,252,287,326,258,293,169,200,321,367,236,234,224,215,428,383,405,414,441,475,554,626,683,763,558,497,530,540,451,496,533,581,603,617,604,602
Somalia,SOM,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,63,65,67,69,72,74,76,79,81,84,93,90,114,120,138,178,200,111,117,108,101,117,129,119,122,131,131,141,145,166,146,105,109,189,211,211,237,280,363,359,386,245,230,286,375,440,458,480,507,247,219,235,350,393,429,446,461,511,510,540,518,549,573,597
Madagascar,MDG,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,132,133,137,137,142,143,151,156,164,163,167,175,190,227,255,295,274,287,315,396,578,513,501,476,385,364,405,291,281,271,326,262,290,308,259,273,340,284,284,267,280,319,305,353,272,306,324,420,513,446,450,506,494,515,506,445,454,492,500,500,451,490,497,506
República Centroafricana,CAF,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,66,71,70,72,77,80,82,84,96,92,90,94,105,122,124,164,192,214,255,289,325,280,298,260,248,333,426,450,466,443,502,465,462,405,261,333,293,266,267,268,239,238,249,278,303,312,334,381,437,456,477,534,544,364,410,366,387,432,455,449,463,492,467,496
Yemen,YEM,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,1016,1198,1397,1735,764,375,383,343,401,493,487,513,549,628,734,810,890,1072,969,1155,1186,1245,1379,1430,1362,975,811,634,623,560,522,616,477
Afganistán,AFG,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,139,179,199,222,254,274,376,382,452,561,607,651,637,625,566,522,525,491,497,511,356,357,416
Burundi,BDI,PIB per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,71,72,73,78,85,51,51,54,54,55,69,70,68,84,93,111,115,137,149,186,210,212,216,225,200,228,234,216,202,204,203,205,185,165,162,165,143,160,144,128,135,132,121,111,125,147,162,166,190,199,217,230,232,235,251,281,235,237,225,210,210,214,251,193
